crm_objectid,model,serialnumber,jt_equipid,soldtoid,soldtoname,addcontactid,addcontactname,address1,address2,city,province,postalcode,dealerid,dealername,serviceorgid,serviceorg,primarytechid,backuptechid,accountmgrid,accountmgr,inactive,nocontract,nopm
62783348,MX4501N,85057894,52545,607344,MOHAWK COLLEGE,41008569,MOHAWK COLLEGE/FENNELL CAMPUS,135 FENNELL AVE. W.,STORAGE,HAMILTON,ON ,L9C 1E9   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,GOWERM,MICHAEL GOWER,0,0,0
63269483,MX3501N,85110186,43964,607344,MOHAWK COLLEGE,41000586,MOHAWK COLLEGE,"135 FENNELL AVE., WEST",RM. A227,HAMILTON,ON ,L9C 1E9   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,GOWERM,MICHAEL GOWER,0,0,0
63269484,MX3501N,85110506,43966,607344,MOHAWK COLLEGE,41000583,MOHAWK COLLEGE,"135 FENNELL AVE W.,",Residence Building - front lobby,HAMILTON,ON ,L9C 1E9   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,GOWERM,MICHAEL GOWER,0,0,0
63269489,MX2700N,85078283,43607,607344,MOHAWK COLLEGE,41000587,MOHAWK COLLEGE,135 FENNELL AVE W,THE SQUARE ROOM C102,HAMILTON,ON ,L9C 1E9   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,GOWERM,MICHAEL GOWER,0,0,0
63269496,MX3501N,85052266,43961,607344,MOHAWK COLLEGE,41000584,MOHAWK COLLEGE,"135 FENNELL AVE W, I205",,HAMILTON,ON ,L8N 3T2   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,GOWERM,MICHAEL GOWER,0,0,0
63311469,MX3501N,85051296,65038,628651,DIVERSICO EXPERTS CONSEILS,41000577,DIVERSICO EXPERTS CONSEILS,3030 BOUL CURE LABELLE,,LAVAL,QC ,H7P 0H9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000050,93000049,LAFLEURB,BERTRAND LAFLEUR,0,0,0
63311470,MX3501N,85051316,85051316,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000581,DIV. DE L'EXPERTISE TECHNIQUE,8585 BOUL DE LA VERENDRYE - 4IEME ETAGE LOCAL 04.01,(PRISE DE RESEAU 4.26),MONTREAL,QC ,H8N 2K2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000183,93000773,DEGUIREM,MARCELINE DEGUIRE,0,0,0
63370627,MX2700N,85078203,43865,612045,EXECUTIVE MAINTENANCE SERVICES INC.,41000596,EXECUTIVE MAINTENANCE SERVICES,164 TORBAY RD,,MARKAHM,ON ,L3R 1G6   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000024,STRUMINP,PERRY STRUMINIKOV,0,0,0
63516252,MXM550N,85004766,43893,275952,MEDIPAC INTERNATIONAL,41000614,MEDIPAC ASSIST,180 LESMILL ROAD,,NORTH YORK,ON ,M3B 2T5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000025,93000373,GALERN,NANCY GALER,0,0,0
63883010,MXM450N,85036754,73727,146179,EQUIPEMENT BUREAU DEMERS INC.,41020908,POMERLEAU,500 RUE ST-JACQUES,,MONTREAL,QC ,H2Y 0A2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000169,ISHOUSE,INTEGRATED SERVICES HOUSE REP,0,1,1
63892011,MX4501N,85043763,78949,637230,DIVERSICO EXPERTS CONSEILS,41000649,DIVERSICO EXPERTS CONSEILS,2430 BOUL. LAPINIERE,,BROSSARD,QC ,J4Z 2L7   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000183,93000773,STAMOULR,RIA STAMOULIS,0,0,0
64435705,MXM450U,85051462,68596,630113,DORE TOURIGNY MALLETTE ET ASSOCIES,41020670,DORE TOURIGNY MALLETTE ET ASSO,347 DUVERNAY # 201,,BELOEIL,QC ,J3G 5S8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000183,LAFLEURB,BERTRAND LAFLEUR,0,0,0
64801180,MXM350N,85042906,85042906,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000659,VILLE DE MONTREAL,"999, BOUL. HENRI-BOURASSA O.",VOIRIE TRAVAUX D'AHUNTSIC,MONTREAL,QC ,H3L 1P3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000050,DEGUIREM,MARCELINE DEGUIRE,0,0,0
64802836,MXM350N,85042876,48847,614896,RANJIT SINGH VERRAICH BA LLB,41000664,RANJIT SINGH VERRAICH BA LLB,2985 DREW ROAD # 201,,MISSISSAUGA,ON ,L4T 0A4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001321,93001491,HANDLIRR,RICHARD HANDLIR,0,0,0
65386438,MXM350N,85032396,49706,176337,GLOBAL UPHOLSTERY CO. INC.,41000676,GLOBAL UPHOLSTERY LTD.,1350 FLINT ROAD,GOVERNMENT OFFICE,DOWNSVIEW,ON ,M3J 2J7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000027,93000022,GAYNORS,SCOTT GAYNOR,0,0,0
65410902,MXM350N,85009806,85009806,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000675,VILLE DE MONTREAL,303 NOTRE DAME E 3ETAGE,Vm /Mise en valeur territoire et patrimo,MONTREAL,QC ,H2Y 3Y8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000904,DEGUIREM,MARCELINE DEGUIRE,0,0,0
65410903,MXM350N,85028938,85028938,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000692,VILLE DE MONTREAL,"303 NOTRE DAME E , E /3A23",Vm /Mise en valeur territoire et patrimo,MONTREAL,QC ,H2Y 3Y8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000904,DEGUIREM,MARCELINE DEGUIRE,0,0,0
65410914,MXM350N,85053279,85053279,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000682,VILLE DE MONTREAL,303 NOTRE DAME E 5A-15.00,Mise en valeur terri. et patrimoine -Adm,MONTREAL,QC ,H2Y 3Y8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000904,DEGUIREM,MARCELINE DEGUIRE,0,0,0
65530654,MXM350U,85052129,52546,235082,DIXIE BLOOR NEIGHBOURHOOD CENTRE,41000695,DIXIE BLOOR NEIGHBOURHOOD CENT,"3650 DIXIE ROAD, STE 103",,MISSISSAUGA,ON ,L4Y 3V9   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93000040,STRUMINP,PERRY STRUMINIKOV,0,0,0
65561522,FO4470,8710001X,51577,615586,MINISTRY OF HEALTH,41019777,MINISTRY OF HEALTH TORONTO CEN,425 BLOOR STREET EAST  # 201,HEALTH INTEGRATION,TORONTO,ON ,M4W 3R4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93000019,,,0,1,1
65843733,MXM450N,85044569,52559,282447,CORP. OF THE TOWN OF RICHMOND HILL,41000716,TOWN OF RICHMOND HILL,150 HIGH TECH ROAD,FIRE STATION # 85,RICHMOND HILL,ON ,L4B 4L7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000672,NEWBERRK,KEN NEWBERRY,0,0,0
66096440,MXM350N,85039279,53169,617585,ELLESMERE FABRICATORS LTD.,41000733,ELLESMERE FABRICATORS LTD,200 NUGGET AVE,,SCARBOROUGH,ON ,M1S 3A7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000672,HANDLIRR,RICHARD HANDLIR,0,0,0
66113275,MXM350N,85038649,53434,277593,TORONTO MARRIOTT BLOOR YORKVILLE,41000735,TORONTO MARRIOTT BLOOR YORKVIL,90 BLOOR STREET EAST,2ND FLOOR,TORONTO,ON ,M4W 1A7   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93000019,STRUMINP,PERRY STRUMINIKOV,0,0,0
66162036,MX3501N,85046639,85046639,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000757,VILLE DE MONTREAL,6854 SHERBROOKE EST 2E ETAGE, Communications/TP -,MONTREAL,QC ,H1N 1E1   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000773,DEGUIREM,MARCELINE DEGUIRE,0,0,0
66217642,MX6201N,85003558,54212,276098,POWER STREAM,41000778,POWER STREAM,"161 CITYVIEW BLVD., 3RD FLOOR",,VAUGHAN,ON ,L4H 0A9   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001785,93001491,NEWBERRK,KEN NEWBERRY,0,0,0
66311231,MXM350N,85039559,85039559,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000787,VILLE DE MONTREAL,4101 SHERBROOKE EST. DEPT: SERVICE TECHNIQUE,PASS BY DELIVERY DOOR ON PIE IX,MONTREAL,QC ,H1X 2B2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
66311254,MXM350N,85039619,85039619,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000791,VILLE DE MONTREAL,4777 PIERRE DE COUBERTIN,BIODOME -ANIMATION 1ER SOUS SOL,MONTREAL,QC ,H1V 1B3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
66311294,MXM350N,85040319,54562,618378,BAYSHORE HEALTHCARE LTD.,41000783,BAYSHORE SPECIALTY RX,"70 ESNA PARK DR., # 11",,MARKHAM,ON ,L3R 6E7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000024,COULLB,BRIAN COULL,0,1,1
66311366,MXM350N,85040309,54570,275877,ART GALLERY OF ONTARIO,41000796,ART GALLERY OF ONTARIO,317 DUNDAS STREET WEST,2ND FLOOR CHALMER'S WING,TORONTO,ON ,M5T 1G4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93001307,RINALDOF,FRANCO RINALDO,0,0,0
66311367,MXM350N,85040339,54563,630902,WOODGREEN COMMUNITY CENTRE,41019918,WOODGREEN COMMUNITY CENTRE,"815 DANFORTH AVE., 3RD FLR.",,TORONTO,ON ,M4J 1L2   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000019,93001393,RINALDOF,FRANCO RINALDO,0,0,0
66311368,MXM350N,85052059,54569,275877,ART GALLERY OF ONTARIO,41000793,ART GALLERY OF ONTARIO,317 DUNDAS STREET WEST,CASH ROOM - CONCOURSE LEVEL,TORONTO,ON ,M5T 1G4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93001307,RINALDOF,FRANCO RINALDO,0,0,0
66311369,MXM350N,85052069,54571,275877,ART GALLERY OF ONTARIO,41000795,ART GALLERY OF ONTARIO,317 DUNDAS STREET WEST,3RD FLOOR CHALMER'S WING,TORONTO,ON ,M5T 1G4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93001307,RINALDOF,FRANCO RINALDO,0,0,0
66311370,ARM257,85053608,54567,275877,ART GALLERY OF ONTARIO,41000797,ART GALLERY OF ONTARIO,317 DUNDAS STREET WEST,LIBRARY CONCOURSE LEVEL,TORONTO,ON ,M5T 1G4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93001307,RINALDOF,FRANCO RINALDO,0,0,0
66311371,ARM257,85053618,54564,275877,ART GALLERY OF ONTARIO,41000799,ART GALLERY OF ONTARIO,317 DUNDAS STREET WEST,FACILITIES,TORONTO,ON ,M5T 1G4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93001307,RINALDOF,FRANCO RINALDO,0,0,0
66311373,ARM257,85053648,54566,275877,ART GALLERY OF ONTARIO,41000800,ART GALLERY OF ONTARIO,317 DUNDAS STREET WEST,P & D STREET LEVEL,TORONTO,ON ,M5T 1G4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93001307,RINALDOF,FRANCO RINALDO,0,0,0
66323332,MXM450N,85046629,54573,621024,MINISTRY OF LABOUR,41000804,MINISTRY OF LABOUR,400 UNIVERSITY AVE.,8TH FLOOR,TORONTO,ON ,M7A 1T7   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93000380,GALERN,NANCY GALER,0,0,0
66326703,MX3501N,85074738,85074738,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000802,VILLE DE MONTREAL,275 RUE NOTRE DAME,OMBU - BUREAU D 'OMBUDSMAN,MONTREAL,QC ,H2Y 1C6   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000904,DEGUIREM,MARCELINE DEGUIRE,0,0,0
66346927,AR208D,8505935X,54579,609098,VAUGHAN COMMUNITY HEALTH CENTRE,41000814,VAUGHAN COMMUNITY HEALTH CENTR,"9401 JANE ST, SUITE 206",BUILDING A,VAUGHAN,ON ,L6A 4H7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000402,93001785,NEWBERRK,KEN NEWBERRY,0,1,1
66356128,ARM257,85043200,55026,228028,RYDER LOGISTICS & TRANSPORTATION,41008833,RYDER LOGISTICS (MISSISSAUGA),6415 DANVILLE RD.,SERVICE DEPT,MISSISSAUGA,ON ,L5T 2H7   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93000673,GAYNORS,SCOTT GAYNOR,0,1,1
66357272,AR208S,95027711,55024,618608,OPC.TV INC.,41008849,RADKE FILMS LTD.,125 GEORGE STREET,3RD FLOOR,TORONTO,ON ,M5A 2N4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000023,93000025,THERIAULTK,KEVIN THERIAULT,0,1,1
66358557,MX3100N,95029492,72234,634456,TRU SIMULATION & TRAINING CDA. INC.,41008846,TRU SIMULATION & TRAINING CDA. INC.,6767 COTE DE LIESSE,MACHINE SHOP,ST-LAURENT,QC ,H4T 1E5   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000050,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
66358558,MX4101N,8510610X,55030,657869,THE RANGER GROUP,41008855,THE RANGER GROUP,7510 BREN RD.,,MISSISSAUGA,ON ,L4T 4H1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001321,93001491,PANAGIOT,TINA PANAGIOTOU,0,0,0
66358741,MXM550U,85008051,71205,634190,CENTRE D'INTEGRATION SCOLAIRE INC.,41008858,CENTRE D'INTEGRATION SCOLAIRE,"6361, 6E AVENUE",,MONTREAL,QC ,H1Y 2R7   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000051,93000050,ACQUARIOS,SALVATORE ACQUARIO,0,1,1
66371575,MX3100N,95031202,55033,618731,"962625 ONTARIO INC., CENTURY 21",41008868,CENTURY 21,2911 KENNEDY ROAD,,TORONTO,ON ,M1V 1S8   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000672,DUPUISE,ERIC DUPUIS,0,0,0
66376569,ARM257,85041543,55230,618869,SHARP BUSINESS SYSTEMS,41008876,PRISCO GRAPHICS OF CANADA INC,1210 KERRISDALE BLVD,UNIT #3,NEWMARKET,ON ,L3Y 7V1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000402,93000672,ISD HOUSE,ISD HOUSE,0,0,0
66403203,MXM350U,85048959,79449,637666,4 SAISONS INC.,41000835,4 SAISONS INC.,515 BOUL LEBEAU,,ST-LAURENT,QC ,H4N 1S2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000183,THERRIEH,HUGO THERRIEN,0,0,0
66406557,FODC635,77100065,55229,618711,ICC IMAGINE COMMUNS. CDA. LTD.,41000828,HARRIS CANADA INC,25 DYAS ROAD,,TORONTO,ON ,M3B 1V7   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000025,93000373,THERIAULTK,KEVIN THERIAULT,0,1,1
66554141,MX2600N,85081807,55639,619405,CANADA GROUP REALTY  CORPORATION,41000850,CANADA GROUP REALTY CORPORATIO,860 COLLEGE STREET,,TORONTO,ON ,M6H 1A2   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93001484,GALERN,NANCY GALER,0,1,1
66557184,MX2600N,95047762,55772,670955,TETRATECH QE INC,41019961,TETRATECH QE INC,5100 SHERBROOKE EST,SUITE 900,MONTREAL,QC ,H1V 3R9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000051,LAFLEURB,BERTRAND LAFLEUR,0,0,0
66557913,MXM350U,85048939,79462,637767,TIGER-VAC INTERNATIONAL INC.,41000851,TIGER-VAC INTERNATIONAL INC.,2020 BOUL. DAGENAIS,,LAVAL,QC ,H7L 5W2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000050,93000046,THERRIEH,HUGO THERRIEN,0,0,0
66557914,MXM350U,8501489Y,79461,637864,GROUPE CONSTRUCTION ROSSI INC.,41000852,GROUPE CONSTRUCTIONS ROSSI INC,9765 WAVERLY,SUITE 102,MONTREAL,QC ,H3L 2V7   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000050,THERRIEH,HUGO THERRIEN,0,0,0
66568979,MXM350N,85039919,72235,755475,AM-CAM ELECTROMENAGERS INC.,41000869,AM-CAM ELECTROMENAGERS INC,6783 LEGER,,MONTREAL,QC ,H1G 6H8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000050,93000051,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
66612148,MXC311,92113203,59618,164461,SECL BSD HO SHOWROOM,41020145,SHARP DIRECT SERVICE,335 BRITANNIA ROAD EAST,PARTS,MISSISSAUGA,ON ,L4Z 1W9   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000017,93000195,ISHOUSE,INTEGRATED SERVICES HOUSE REP,0,1,1
66627398,MX3100N,95032602,55925,607344,MOHAWK COLLEGE,41000874,MOHAWK COLLEGE/FENNELL CAMPUS,135 FENNELL AVE. W RM,C110,HAMILTON,ON ,L9C 1E9   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,GOWERM,MICHAEL GOWER,0,0,0
66627496,MX3100N,95031842,55924,610417,MC MASTER UNIVERSITY,41000877,MC MASTER UNIVERSITY,1280 MAIN ST. WEST,HSC-4H4,HAMILTON,ON ,L8S 4M1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,HADDRELN,NATALIE HADDRELL,0,0,0
66655597,MXM620U,85005361,55921,667705,TRIGISTIX LTD.,41019965,TRIGISTIX LTD,7 RIMINI MEWS,,MISSISSAUGA,ON ,L5N 4K1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000040,93001092,CATAFORM,MARK CATAFORD,0,0,0
66684311,MXM350N,8500970Y,55930,619850,ASH PLUMBING &,41000885,ASH PLUMBING & GEN. CONTRACTOR,"UNIT #8, 147 NORFINCH DR",,TORONTO,ON ,M3N 1W8   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000027,93001321,HANDLIRR,RICHARD HANDLIR,0,0,0
66750192,MXC311,80008310,57871,622482,PARENT CARE NETWORK INC.,41000893,PARENT CARE NETWORK,29 BIRCH AVE.,,TORONTO,ON ,M4V 1E1   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93000373,GALERN,NANCY GALER,0,0,0
66757518,MXC311,92112923,71059,634116,AGENCE SPHERE,41000903,AGENCE SPHERE,990 AMHERST ST    SUITE 101,,MONTREAL,QC ,H2L 3K5   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000051,93000050,ACQUARIOS,SALVATORE ACQUARIO,0,1,1
66757527,MX3100N,95027593,95027593,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000909,DIRECTION DE L'EAU POTABLE,18025 GOUIN OUEST,,PIERREFONDS,QC ,H9K 1A1   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000049,DEGUIREM,MARCELINE DEGUIRE,0,0,0
66762985,MX7001N,85004783,55944,620140,TORONTO MUSICIANS ASSOCIATION,41000901,TORONTO MUSICIANS ASSOCIATION,15 GERVAIS DRIVE,SUITE 500,TORONTO,ON ,M3C 1Y8   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000019,93000025,THERIAULTK,KEVIN THERIAULT,0,0,0
66763226,MX2600N,95013424,95013424,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000904,VILLE DE MONTREAL,"777 BOUL. MARCEL LAURIN, 1 ER ETAGE",D'ARR ST- LAURENT,MONTREAL,QC ,H4M 2M7   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000183,DEGUIREM,MARCELINE DEGUIRE,0,0,0
66763278,MX2600N,95013414,95013414,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000911,VILLE DE MONTREAL,1390 RUE DE L'EGLISE,ARR ST- LAURENT-BIBLIOTHEQUE,SAINT LAURENT,QC ,H4L 2H2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000183,DEGUIREM,MARCELINE DEGUIRE,0,0,0
66778407,MXB401,92120815,56497,276127,WILLOWDALE NISSAN LTD.,41000917,WILLOWDALE NISSAN LTD.,7200 YONGE STREET,"2ND FLOOR, ACCOUTING DEPT.",THORNHILL,ON ,L4J 1V8   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000024,PANAGIOT,TINA PANAGIOTOU,0,0,0
66778413,MX3100N,95027773,56477,607558,LEMOINE HYLAND,41019984,LEMOINE HYLAND CHARTERED ACCOU,1599 HURONTARIO STREET,SUITE 100,MISSISSAUGA,ON ,L5G 4S1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93000040,RINALDOF,FRANCO RINALDO,0,0,0
66785124,MX3100N,95029533,71574,634315,YVES WOODROUGH ARCHITECTES INC.,41000927,GESTION DESIGN YVES WOODROUGH,215 ST-LAURENT #110,,SAINT-EUSTACHE,QC ,J7P 4W4   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000050,93000049,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
66785126,MX2600N,95010314,71121,634429,LICAPLAST INDUSTRIES EMBALLAGE INC.,41000935,LICAPLAST INDUSTRIES EMBALLAGE,2835 DUCHESNE,,MONTREAL,QC ,H4R 1J2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000773,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
66785127,MX2600N,95013944,71202,634274,ENVELOPPE CONCEPT INC.,41000929,ENVELOPPE CONCEPT INC.,9031 RUE SALLEY,,MONTREAL,QC ,H8R 2C8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000183,93000046,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
66794691,AR208D,95013854,56492,621092,MAXIM GROUP GENERAL,41000938,MAXIM GROUP GENERAL CONTRACTING LTD,"56 GORDON COLLINS DRIVE, BOX 249",,GORMLEY,ON ,L0H 1G0   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000402,WINECKS,STIRLING WINECK,0,0,0
66822505,MXM453N,95008534,56487,610419,VIPOND FIRE PROTECTION,41000947,VIPOND FIRE PROTECTION,807 SOUTH SERVICE ROAD,,STONEY CREEK,ON ,L8E 5Z2   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000894,93000038,STRUMINP,PERRY STRUMINIKOV,0,0,0
66899867,MX4101N,95019304,67054,634085,121270 CANADA INC.,41000972,121270 CANADA INC./ASS. PROP,"130 RUE PRINCIPALE,",,CHATEAUGUAY,QC ,J6J 3H1   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000183,93000773,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
66899876,MXC311,92115733,57294,610417,MC MASTER UNIVERSITY,41000976,MC MASTER UNIVERSITY,"1200 MAIN ST. W.,",CNH-room 431,HAMILTON,ON ,L8S 4M1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,HADDRELN,NATALIE HADDRELL,0,0,0
66956169,MX2600N,95033455,95033455,616096,VILLE DE MONTREAL SVCS DES FINANCES,41000977,ARR.  PIERREFONDS-ROXBORO,13665 BOUL. DE PIERREFONDS,SERVICE DE L'INFORMATIQUE,PIERREFONDS,QC ,H9A 2Z4   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000049,DEGUIREM,MARCELINE DEGUIRE,0,0,0
67000053,MX2600N,95046262,,673091,DEWNORTH,41036977,DEWNORTH,445 APPLE CREEK BLVD. #123,,MARKHAM,ON ,L3R 9X7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000022,GUNAWARA,AJITHA GUNAWARDANA,0,0,0
67038036,MXM363N,95030764,,673111,HAZELTON WOOD DESIGNS,41036454,HAZELTON WOOD DESIGNS,270 MILLWAYS AVE.,,VAUGHAN,ON ,L4K 3W4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000402,GUNAWARA,AJITHA GUNAWARDANA,0,0,0
67089397,MXM363N,95011095,95011095,622246,OFFICE MUNICIPAL D'HABITATION,41001026,OMHM,415 RUE ST -ANTOINE 3 EME,RESOURCE HUMAINES,MONTREAL,QC ,H2Z 1H8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
67089398,MXM453N,95006074,58161,176919,EXTENDICARE (CANADA) INC.,41001024,EXTENDICARE ST. CATHERINES,283 PELHAM ROAD,,ST CATHARINES,ON ,L2S 1X7   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000382,93000381,GAYNORS,SCOTT GAYNOR,0,0,0
67089421,MXM363N,95010795,57511,622249,HILBORN LLP,41001022,HILBORN ELLIS GRANT LLP,401 BAY ST. # 3100,,TORONTO,ON ,M5H 2Y4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000380,93000899,STRUMINP,PERRY STRUMINIKOV,0,0,0
67163536,MX2600N,95035215,95035215,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001035,VILLE DE MONTREAL,777 BOUL MARCEL LAURIN 1 ER ETAGE,VMVille St- Laurent/Bureau du Directeur,MONTREAL,QC ,H2M 2M7   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
67181241,MXM363N,95021406,95021406,622246,OFFICE MUNICIPAL D'HABITATION,41001039,OFFICE MUNICIPAL D'HABITATION,415 RUE ST-ANTOINE OUEST 3IEME ETAGE,DEPARTMENT LAQ ET PAYE,MONTREAL,QC ,H2Z 1H8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
67232985,MXM363N,95005587,57879,176919,EXTENDICARE (CANADA) INC.,41001052,CRAIGLEE NURSING HOME,102 CRAIGLEE DRIVE,,TORONTO,ON ,M1N 2M7   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000025,93000019,GAYNORS,SCOTT GAYNOR,0,0,0
67232986,MXM363N,95005287,95005287,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001055,ARR. VILLE MARIE - PERMIS ET INSPECTIONS,1455 BERCY,,MONTREAL,QC ,H2K 2V1   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000051,93000213,DEGUIREM,MARCELINE DEGUIRE,0,0,0
67241979,MX4101N,95074484,58160,278248,HOME ALONE PROPERTY MNGMT.,41001060,HOME ALONE,2131 WILLIAMS PKWY # 19,,BRAMPTON,ON ,L6S 5Z4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001491,93001785,WINECKS,STIRLING WINECK,0,0,0
